"","Facility","Name","State","Date","Residents.Confirmed","Staff.Confirmed","Resident.Deaths","Staff.Deaths","Residents.Recovered","Staff.Recovered","Residents.Tested","Staff.Tested","Residents.Pending","Staff.Pending","Residents.Negative","Staff.Negative","Residents.Quarantine","Staff.Quarantine","hifld_id","Count.ID","Resident.Population","Population_HIFLD","Population.Source"
"1874","Prison","SMITHFIELD","Pennsylvania",2020-06-14,"0","3","0","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,10003082,1021,NA,1346,"State COVID Dashboard/HIFLD Prison Dataset"
"1875","Prison","SOMERSET","Pennsylvania",2020-06-14,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000737,1022,NA,2394,"State COVID Dashboard/HIFLD Prison Dataset"
"1876","Prison","WAYMART","Pennsylvania",2020-06-14,"0","3","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10003047,1024,NA,1554,"State COVID Dashboard/HIFLD Prison Dataset"
"1877","Prison","CENTRAL OFFICE","Pennsylvania",2020-06-15,"0","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"1878","Prison","ALBION","Pennsylvania",2020-06-15,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000709,997,NA,2287,"State COVID Dashboard/HIFLD Prison Dataset"
"1879","Prison","BENNER TOWNSHIP","Pennsylvania",2020-06-15,"1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10006363,998,NA,2111,"State COVID Dashboard/HIFLD Prison Dataset"
"1880","Prison","CAMBRIDGE SPRINGS","Pennsylvania",2020-06-15,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003048,999,NA,1211,"State COVID Dashboard/HIFLD Prison Dataset"
"1881","Prison","CAMP HILL","Pennsylvania",2020-06-15,"1","4","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10000733,1000,NA,3484,"State COVID Dashboard/HIFLD Prison Dataset"
"1882","Prison","CHESTER","Pennsylvania",2020-06-15,"5","16","0","0","5","13",NA,NA,NA,NA,NA,NA,NA,NA,10003117,1002,NA,1271,"State COVID Dashboard/HIFLD Prison Dataset"
"1883","Prison","COAL TOWNSHIP","Pennsylvania",2020-06-15,"0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,10003064,1003,NA,2320,"State COVID Dashboard/HIFLD Prison Dataset"
"1884","Prison","DALLAS","Pennsylvania",2020-06-15,"0","3","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000718,1004,NA,2155,"State COVID Dashboard/HIFLD Prison Dataset"
"1885","Prison","FAYETTE","Pennsylvania",2020-06-15,"1","4","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10003109,1005,NA,2195,"State COVID Dashboard/HIFLD Prison Dataset"
"1886","Prison","FOREST","Pennsylvania",2020-06-15,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003052,1006,NA,2392,"State COVID Dashboard/HIFLD Prison Dataset"
"1887","Prison","FRACKVILLE","Pennsylvania",2020-06-15,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003074,1007,NA,1229,"State COVID Dashboard/HIFLD Prison Dataset"
"1888","Prison","GREENE","Pennsylvania",2020-06-15,"0","2","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,10003121,1008,NA,1695,"State COVID Dashboard/HIFLD Prison Dataset"
"1889","Prison","HOUTZDALE","Pennsylvania",2020-06-15,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000721,1009,NA,2568,"State COVID Dashboard/HIFLD Prison Dataset"
"1890","Prison","HUNTINGDON","Pennsylvania",2020-06-15,"171","54","5","0","162","40",NA,NA,NA,NA,NA,NA,NA,NA,10000728,1010,NA,2208,"State COVID Dashboard/HIFLD Prison Dataset"
"1891","Prison","LAUREL HIGHLANDS","Pennsylvania",2020-06-15,"0","2","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003107,1011,NA,1576,"State COVID Dashboard/HIFLD Prison Dataset"
"1892","Prison","MAHANOY","Pennsylvania",2020-06-15,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003073,1012,NA,2363,"State COVID Dashboard/HIFLD Prison Dataset"
"1893","Prison","MERCER","Pennsylvania",2020-06-15,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003056,1013,NA,1480,"State COVID Dashboard/HIFLD Prison Dataset"
"1894","Prison","MUNCY","Pennsylvania",2020-06-15,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003054,1014,NA,1381,"State COVID Dashboard/HIFLD Prison Dataset"
"1895","Prison","PHOENIX","Pennsylvania",2020-06-15,"42","80","4","1","33","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"1896","Prison","PINE GROVE","Pennsylvania",2020-06-15,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003077,1017,NA,1148,"State COVID Dashboard/HIFLD Prison Dataset"
"1897","Prison","QUEHANNA BOOT CAMP","Pennsylvania",2020-06-15,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10001489,1018,NA,457,"State COVID Dashboard/HIFLD Prison Dataset"
"1898","Prison","RETREAT","Pennsylvania",2020-06-15,"13","4","0","0","8","3",NA,NA,NA,NA,NA,NA,NA,NA,10000719,1019,NA,1123,"State COVID Dashboard/HIFLD Prison Dataset"
"1899","Prison","ROCKVIEW","Pennsylvania",2020-06-15,"0","2","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003062,1020,NA,2416,"State COVID Dashboard/HIFLD Prison Dataset"
"1900","Prison","SMITHFIELD","Pennsylvania",2020-06-15,"0","3","0","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,10003082,1021,NA,1346,"State COVID Dashboard/HIFLD Prison Dataset"
"1901","Prison","SOMERSET","Pennsylvania",2020-06-15,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000737,1022,NA,2394,"State COVID Dashboard/HIFLD Prison Dataset"
"1902","Prison","WAYMART","Pennsylvania",2020-06-15,"0","3","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10003047,1024,NA,1554,"State COVID Dashboard/HIFLD Prison Dataset"
"1903","Prison","CENTRAL OFFICE","Pennsylvania",2020-06-16,"0","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"1904","Prison","ALBION","Pennsylvania",2020-06-16,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000709,997,NA,2287,"State COVID Dashboard/HIFLD Prison Dataset"
"1905","Prison","BENNER TOWNSHIP","Pennsylvania",2020-06-16,"1","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10006363,998,NA,2111,"State COVID Dashboard/HIFLD Prison Dataset"
"1906","Prison","CAMBRIDGE SPRINGS","Pennsylvania",2020-06-16,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003048,999,NA,1211,"State COVID Dashboard/HIFLD Prison Dataset"
"1907","Prison","CAMP HILL","Pennsylvania",2020-06-16,"1","4","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10000733,1000,NA,3484,"State COVID Dashboard/HIFLD Prison Dataset"
"1908","Prison","CHESTER","Pennsylvania",2020-06-16,"5","16","0","0","5","13",NA,NA,NA,NA,NA,NA,NA,NA,10003117,1002,NA,1271,"State COVID Dashboard/HIFLD Prison Dataset"
"1909","Prison","COAL TOWNSHIP","Pennsylvania",2020-06-16,"0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,10003064,1003,NA,2320,"State COVID Dashboard/HIFLD Prison Dataset"
"1910","Prison","DALLAS","Pennsylvania",2020-06-16,"0","3","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000718,1004,NA,2155,"State COVID Dashboard/HIFLD Prison Dataset"
"1911","Prison","FAYETTE","Pennsylvania",2020-06-16,"1","4","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10003109,1005,NA,2195,"State COVID Dashboard/HIFLD Prison Dataset"
"1912","Prison","FOREST","Pennsylvania",2020-06-16,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003052,1006,NA,2392,"State COVID Dashboard/HIFLD Prison Dataset"
"1913","Prison","FRACKVILLE","Pennsylvania",2020-06-16,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003074,1007,NA,1229,"State COVID Dashboard/HIFLD Prison Dataset"
"1914","Prison","GREENE","Pennsylvania",2020-06-16,"0","2","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,10003121,1008,NA,1695,"State COVID Dashboard/HIFLD Prison Dataset"
"1915","Prison","HOUTZDALE","Pennsylvania",2020-06-16,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000721,1009,NA,2568,"State COVID Dashboard/HIFLD Prison Dataset"
"1916","Prison","HUNTINGDON","Pennsylvania",2020-06-16,"171","54","5","0","164","41",NA,NA,NA,NA,NA,NA,NA,NA,10000728,1010,NA,2208,"State COVID Dashboard/HIFLD Prison Dataset"
"1917","Prison","LAUREL HIGHLANDS","Pennsylvania",2020-06-16,"0","2","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003107,1011,NA,1576,"State COVID Dashboard/HIFLD Prison Dataset"
"1918","Prison","MAHANOY","Pennsylvania",2020-06-16,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003073,1012,NA,2363,"State COVID Dashboard/HIFLD Prison Dataset"
"1919","Prison","MERCER","Pennsylvania",2020-06-16,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003056,1013,NA,1480,"State COVID Dashboard/HIFLD Prison Dataset"
"1920","Prison","MUNCY","Pennsylvania",2020-06-16,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003054,1014,NA,1381,"State COVID Dashboard/HIFLD Prison Dataset"
"1921","Prison","PHOENIX","Pennsylvania",2020-06-16,"42","81","4","1","33","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"1922","Prison","PINE GROVE","Pennsylvania",2020-06-16,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003077,1017,NA,1148,"State COVID Dashboard/HIFLD Prison Dataset"
"1923","Prison","QUEHANNA BOOT CAMP","Pennsylvania",2020-06-16,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10001489,1018,NA,457,"State COVID Dashboard/HIFLD Prison Dataset"
"1924","Prison","RETREAT","Pennsylvania",2020-06-16,"13","4","0","0","9","3",NA,NA,NA,NA,NA,NA,NA,NA,10000719,1019,NA,1123,"State COVID Dashboard/HIFLD Prison Dataset"
"1925","Prison","ROCKVIEW","Pennsylvania",2020-06-16,"0","2","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003062,1020,NA,2416,"State COVID Dashboard/HIFLD Prison Dataset"
"1926","Prison","SMITHFIELD","Pennsylvania",2020-06-16,"0","3","0","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,10003082,1021,NA,1346,"State COVID Dashboard/HIFLD Prison Dataset"
"1927","Prison","SOMERSET","Pennsylvania",2020-06-16,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000737,1022,NA,2394,"State COVID Dashboard/HIFLD Prison Dataset"
"1928","Prison","WAYMART","Pennsylvania",2020-06-16,"0","3","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10003047,1024,NA,1554,"State COVID Dashboard/HIFLD Prison Dataset"
"1929","Prison","CENTRAL OFFICE","Pennsylvania",2020-06-17,"0","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"1930","Prison","ALBION","Pennsylvania",2020-06-17,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000709,997,NA,2287,"State COVID Dashboard/HIFLD Prison Dataset"
"1931","Prison","BENNER TOWNSHIP","Pennsylvania",2020-06-17,"1","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10006363,998,NA,2111,"State COVID Dashboard/HIFLD Prison Dataset"
"1932","Prison","CAMBRIDGE SPRINGS","Pennsylvania",2020-06-17,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003048,999,NA,1211,"State COVID Dashboard/HIFLD Prison Dataset"
"1933","Prison","CAMP HILL","Pennsylvania",2020-06-17,"1","4","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10000733,1000,NA,3484,"State COVID Dashboard/HIFLD Prison Dataset"
"1934","Prison","CHESTER","Pennsylvania",2020-06-17,"5","16","0","0","5","13",NA,NA,NA,NA,NA,NA,NA,NA,10003117,1002,NA,1271,"State COVID Dashboard/HIFLD Prison Dataset"
"1935","Prison","COAL TOWNSHIP","Pennsylvania",2020-06-17,"0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,10003064,1003,NA,2320,"State COVID Dashboard/HIFLD Prison Dataset"
"1936","Prison","DALLAS","Pennsylvania",2020-06-17,"0","3","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000718,1004,NA,2155,"State COVID Dashboard/HIFLD Prison Dataset"
"1937","Prison","FAYETTE","Pennsylvania",2020-06-17,"1","4","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10003109,1005,NA,2195,"State COVID Dashboard/HIFLD Prison Dataset"
"1938","Prison","FOREST","Pennsylvania",2020-06-17,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003052,1006,NA,2392,"State COVID Dashboard/HIFLD Prison Dataset"
"1939","Prison","FRACKVILLE","Pennsylvania",2020-06-17,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003074,1007,NA,1229,"State COVID Dashboard/HIFLD Prison Dataset"
"1940","Prison","GREENE","Pennsylvania",2020-06-17,"0","2","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,10003121,1008,NA,1695,"State COVID Dashboard/HIFLD Prison Dataset"
"1941","Prison","HOUTZDALE","Pennsylvania",2020-06-17,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000721,1009,NA,2568,"State COVID Dashboard/HIFLD Prison Dataset"
"1942","Prison","HUNTINGDON","Pennsylvania",2020-06-17,"171","54","5","0","165","41",NA,NA,NA,NA,NA,NA,NA,NA,10000728,1010,NA,2208,"State COVID Dashboard/HIFLD Prison Dataset"
"1943","Prison","LAUREL HIGHLANDS","Pennsylvania",2020-06-17,"0","2","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003107,1011,NA,1576,"State COVID Dashboard/HIFLD Prison Dataset"
"1944","Prison","MAHANOY","Pennsylvania",2020-06-17,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003073,1012,NA,2363,"State COVID Dashboard/HIFLD Prison Dataset"
"1945","Prison","MERCER","Pennsylvania",2020-06-17,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003056,1013,NA,1480,"State COVID Dashboard/HIFLD Prison Dataset"
"1946","Prison","MUNCY","Pennsylvania",2020-06-17,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003054,1014,NA,1381,"State COVID Dashboard/HIFLD Prison Dataset"
"1947","Prison","PHOENIX","Pennsylvania",2020-06-17,"42","81","4","1","33","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"1948","Prison","PINE GROVE","Pennsylvania",2020-06-17,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003077,1017,NA,1148,"State COVID Dashboard/HIFLD Prison Dataset"
"1949","Prison","QUEHANNA BOOT CAMP","Pennsylvania",2020-06-17,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10001489,1018,NA,457,"State COVID Dashboard/HIFLD Prison Dataset"
"1950","Prison","RETREAT","Pennsylvania",2020-06-17,"13","4","0","0","9","3",NA,NA,NA,NA,NA,NA,NA,NA,10000719,1019,NA,1123,"State COVID Dashboard/HIFLD Prison Dataset"
"1951","Prison","ROCKVIEW","Pennsylvania",2020-06-17,"0","2","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003062,1020,NA,2416,"State COVID Dashboard/HIFLD Prison Dataset"
"1952","Prison","SMITHFIELD","Pennsylvania",2020-06-17,"0","3","0","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,10003082,1021,NA,1346,"State COVID Dashboard/HIFLD Prison Dataset"
"1953","Prison","SOMERSET","Pennsylvania",2020-06-17,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000737,1022,NA,2394,"State COVID Dashboard/HIFLD Prison Dataset"
"1954","Prison","WAYMART","Pennsylvania",2020-06-17,"0","3","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10003047,1024,NA,1554,"State COVID Dashboard/HIFLD Prison Dataset"
"1955","Prison","CENTRAL OFFICE","Pennsylvania",2020-06-18,"0","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"1956","Prison","ALBION","Pennsylvania",2020-06-18,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000709,997,NA,2287,"State COVID Dashboard/HIFLD Prison Dataset"
"1957","Prison","BENNER TOWNSHIP","Pennsylvania",2020-06-18,"1","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10006363,998,NA,2111,"State COVID Dashboard/HIFLD Prison Dataset"
"1958","Prison","CAMBRIDGE SPRINGS","Pennsylvania",2020-06-18,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003048,999,NA,1211,"State COVID Dashboard/HIFLD Prison Dataset"
"1959","Prison","CAMP HILL","Pennsylvania",2020-06-18,"1","4","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10000733,1000,NA,3484,"State COVID Dashboard/HIFLD Prison Dataset"
"1960","Prison","CHESTER","Pennsylvania",2020-06-18,"5","16","0","0","5","13",NA,NA,NA,NA,NA,NA,NA,NA,10003117,1002,NA,1271,"State COVID Dashboard/HIFLD Prison Dataset"
"1961","Prison","COAL TOWNSHIP","Pennsylvania",2020-06-18,"0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,10003064,1003,NA,2320,"State COVID Dashboard/HIFLD Prison Dataset"
"1962","Prison","DALLAS","Pennsylvania",2020-06-18,"0","3","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000718,1004,NA,2155,"State COVID Dashboard/HIFLD Prison Dataset"
"1963","Prison","FAYETTE","Pennsylvania",2020-06-18,"1","4","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10003109,1005,NA,2195,"State COVID Dashboard/HIFLD Prison Dataset"
"1964","Prison","FOREST","Pennsylvania",2020-06-18,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003052,1006,NA,2392,"State COVID Dashboard/HIFLD Prison Dataset"
"1965","Prison","FRACKVILLE","Pennsylvania",2020-06-18,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003074,1007,NA,1229,"State COVID Dashboard/HIFLD Prison Dataset"
"1966","Prison","GREENE","Pennsylvania",2020-06-18,"0","2","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,10003121,1008,NA,1695,"State COVID Dashboard/HIFLD Prison Dataset"
"1967","Prison","HOUTZDALE","Pennsylvania",2020-06-18,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000721,1009,NA,2568,"State COVID Dashboard/HIFLD Prison Dataset"
"1968","Prison","HUNTINGDON","Pennsylvania",2020-06-18,"171","54","5","0","165","43",NA,NA,NA,NA,NA,NA,NA,NA,10000728,1010,NA,2208,"State COVID Dashboard/HIFLD Prison Dataset"
"1969","Prison","LAUREL HIGHLANDS","Pennsylvania",2020-06-18,"0","2","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,10003107,1011,NA,1576,"State COVID Dashboard/HIFLD Prison Dataset"
"1970","Prison","MAHANOY","Pennsylvania",2020-06-18,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003073,1012,NA,2363,"State COVID Dashboard/HIFLD Prison Dataset"
"1971","Prison","MERCER","Pennsylvania",2020-06-18,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003056,1013,NA,1480,"State COVID Dashboard/HIFLD Prison Dataset"
"1972","Prison","MUNCY","Pennsylvania",2020-06-18,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003054,1014,NA,1381,"State COVID Dashboard/HIFLD Prison Dataset"
"1973","Prison","PHOENIX","Pennsylvania",2020-06-18,"42","81","4","1","33","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"1974","Prison","PINE GROVE","Pennsylvania",2020-06-18,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003077,1017,NA,1148,"State COVID Dashboard/HIFLD Prison Dataset"
"1975","Prison","QUEHANNA BOOT CAMP","Pennsylvania",2020-06-18,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10001489,1018,NA,457,"State COVID Dashboard/HIFLD Prison Dataset"
"1976","Prison","RETREAT","Pennsylvania",2020-06-18,"13","4","0","0","9","4",NA,NA,NA,NA,NA,NA,NA,NA,10000719,1019,NA,1123,"State COVID Dashboard/HIFLD Prison Dataset"
"1977","Prison","ROCKVIEW","Pennsylvania",2020-06-18,"0","2","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003062,1020,NA,2416,"State COVID Dashboard/HIFLD Prison Dataset"
"1978","Prison","SMITHFIELD","Pennsylvania",2020-06-18,"0","3","0","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,10003082,1021,NA,1346,"State COVID Dashboard/HIFLD Prison Dataset"
"1979","Prison","SOMERSET","Pennsylvania",2020-06-18,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000737,1022,NA,2394,"State COVID Dashboard/HIFLD Prison Dataset"
"1980","Prison","WAYMART","Pennsylvania",2020-06-18,"0","3","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10003047,1024,NA,1554,"State COVID Dashboard/HIFLD Prison Dataset"
"1981","Prison","CENTRAL OFFICE","Pennsylvania",2020-06-19,"0","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"1982","Prison","ALBION","Pennsylvania",2020-06-19,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000709,997,NA,2287,"State COVID Dashboard/HIFLD Prison Dataset"
"1983","Prison","BENNER TOWNSHIP","Pennsylvania",2020-06-19,"1","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10006363,998,NA,2111,"State COVID Dashboard/HIFLD Prison Dataset"
"1984","Prison","CAMBRIDGE SPRINGS","Pennsylvania",2020-06-19,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003048,999,NA,1211,"State COVID Dashboard/HIFLD Prison Dataset"
"1985","Prison","CAMP HILL","Pennsylvania",2020-06-19,"1","4","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10000733,1000,NA,3484,"State COVID Dashboard/HIFLD Prison Dataset"
"1986","Prison","CHESTER","Pennsylvania",2020-06-19,"5","16","0","0","5","13",NA,NA,NA,NA,NA,NA,NA,NA,10003117,1002,NA,1271,"State COVID Dashboard/HIFLD Prison Dataset"
"1987","Prison","COAL TOWNSHIP","Pennsylvania",2020-06-19,"0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,10003064,1003,NA,2320,"State COVID Dashboard/HIFLD Prison Dataset"
"1988","Prison","DALLAS","Pennsylvania",2020-06-19,"0","3","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000718,1004,NA,2155,"State COVID Dashboard/HIFLD Prison Dataset"
"1989","Prison","FAYETTE","Pennsylvania",2020-06-19,"1","4","0","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,10003109,1005,NA,2195,"State COVID Dashboard/HIFLD Prison Dataset"
"1990","Prison","FOREST","Pennsylvania",2020-06-19,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003052,1006,NA,2392,"State COVID Dashboard/HIFLD Prison Dataset"
"1991","Prison","FRACKVILLE","Pennsylvania",2020-06-19,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003074,1007,NA,1229,"State COVID Dashboard/HIFLD Prison Dataset"
"1992","Prison","GREENE","Pennsylvania",2020-06-19,"0","2","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,10003121,1008,NA,1695,"State COVID Dashboard/HIFLD Prison Dataset"
"1993","Prison","HOUTZDALE","Pennsylvania",2020-06-19,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10000721,1009,NA,2568,"State COVID Dashboard/HIFLD Prison Dataset"
"1994","Prison","HUNTINGDON","Pennsylvania",2020-06-19,"171","54","5","0","165","43",NA,NA,NA,NA,NA,NA,NA,NA,10000728,1010,NA,2208,"State COVID Dashboard/HIFLD Prison Dataset"
"1995","Prison","LAUREL HIGHLANDS","Pennsylvania",2020-06-19,"0","2","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,10003107,1011,NA,1576,"State COVID Dashboard/HIFLD Prison Dataset"
"1996","Prison","MAHANOY","Pennsylvania",2020-06-19,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003073,1012,NA,2363,"State COVID Dashboard/HIFLD Prison Dataset"
"1997","Prison","MERCER","Pennsylvania",2020-06-19,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003056,1013,NA,1480,"State COVID Dashboard/HIFLD Prison Dataset"
"1998","Prison","MUNCY","Pennsylvania",2020-06-19,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003054,1014,NA,1381,"State COVID Dashboard/HIFLD Prison Dataset"
"1999","Prison","PHOENIX","Pennsylvania",2020-06-19,"42","81","4","1","33","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"2000","Prison","PINE GROVE","Pennsylvania",2020-06-19,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003077,1017,NA,1148,"State COVID Dashboard/HIFLD Prison Dataset"
"2001","Prison","QUEHANNA BOOT CAMP","Pennsylvania",2020-06-19,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10001489,1018,NA,457,"State COVID Dashboard/HIFLD Prison Dataset"
"2002","Prison","RETREAT","Pennsylvania",2020-06-19,"13","4","0","0","9","4",NA,NA,NA,NA,NA,NA,NA,NA,10000719,1019,NA,1123,"State COVID Dashboard/HIFLD Prison Dataset"
"2003","Prison","ROCKVIEW","Pennsylvania",2020-06-19,"0","2","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,10003062,1020,NA,2416,"State COVID Dashboard/HIFLD Prison Dataset"
